Gene Set	Score	0.95 MoE	P-Value	FDR
FARDIN_HYPOXIA_11	0.8658975891333357	0.1605426322786439	0.00021105951878429716	0.5
BIOCARTA_VIP_PATHWAY	0.8658769232979624	0.17285888834913066	0.00027437737441958634	0.5
TERAO_AOX4_TARGETS_HG_DN	0.8657836084235707	0.17386677375650567	0.0003588011819333052	0.5
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP	0.8657002262433252	0.1727487611051092	0.0005487547488391727	0.5
MA_PITUITARY_FETAL_VS_ADULT_DN	0.865667274427038	0.16059926707392846	0.0005698607007176024	0.5
REACTOME_SULFUR_AMINO_ACID_METABOLISM	0.8655442297423851	0.18524331001738176	0.0006331785563528915	0.5
ONDER_CDH1_TARGETS_3_UP	0.8652752220765654	0.17325754147813258	0.0009075559307724779	0.5299999999999999
NIKOLSKY_BREAST_CANCER_6P24_P22_AMPLICON	0.8652314858323117	0.17190876715749243	0.000970873786407767	0.5299999999999999
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	0.865151807401524	0.16035041458328161	0.0010975094976783454	0.5299999999999999
PID_IL8_CXCR1_PATHWAY	0.8650692881964286	0.1727823698285522	0.001118615449556775	0.5299999999999999
KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_DN	0.864566223376396	0.17326875579638218	0.0013296749683410721	0.5687500000000001
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_0	0.8640378679739472	0.18576403260892094	0.0015829463908822287	0.5687500000000001
XU_RESPONSE_TO_TRETINOIN_UP	0.8640346366407804	0.18419142945979494	0.0016040523427606585	0.5687500000000001
PID_P38_MK2_PATHWAY	0.8636599240224594	0.18338416506281865	0.0018362178134233853	0.5687500000000001
REACTOME_ELONGATION_ARREST_AND_RECOVERY	0.863581244399289	0.17154950557511747	0.0018995356690586745	0.5687500000000001
MILICIC_FAMILIAL_ADENOMATOUS_POLYPOSIS_DN	0.8634247580778178	0.16024236846751375	0.0019206416209371043	0.5687500000000001
SAMOLS_TARGETS_OF_KHSV_MIRNAS_UP	0.861650618230413	0.184061288027954	0.0025538201772899957	0.6153846153846154
WARTERS_RESPONSE_TO_IR_SKIN	0.8615890316538247	0.16010486648318137	0.0025749261291684255	0.6153846153846154
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	0.8610694015939896	0.16009548273180751	0.002680455888560574	0.6153846153846154
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.8603743051952496	0.17262523272675243	0.0028070915998311525	0.6153846153846154
MARZEC_IL2_SIGNALING_DN	0.8602319706716328	0.16906175757037323	0.002912621359223301	0.6153846153846154
CROONQUIST_STROMAL_STIMULATION_UP	0.8600214837039237	0.17302749767501183	0.00299704516673702	0.6153846153846154
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.8595780466200754	0.1715027265619706	0.0031025749261291685	0.6153846153846154
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	0.8595520706191152	0.15978922189041808	0.0031236808780075983	0.6153846153846154
PID_LPA4_PATHWAY	0.8589296010851393	0.15799753894665297	0.003271422541156606	0.6153846153846154
PID_MYC_PATHWAY	0.8581665524704373	0.15864363448512472	0.0033769523005487546	0.6153846153846154
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	0.8572582130651992	0.15998207675341472	0.003524693963697763	0.6185185185185186
PARK_TRETINOIN_RESPONSE_AND_PML_RARA_FUSION	0.8550044300746655	0.1719196944362844	0.004136766568172225	0.6333333333333334
GALE_APL_WITH_FLT3_MUTATED_UP	0.8549957242453925	0.17232496822589968	0.004157872520050654	0.6333333333333334
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	0.8532058420644026	0.1570078053513644	0.00445335584634867	0.6333333333333334
PENG_GLUTAMINE_DEPRIVATION_UP	0.8531310267860159	0.17234251612875334	0.004516673701983959	0.6333333333333334
HOEGERKORP_CD44_TARGETS_DIRECT_DN	0.8526190405764691	0.17231112316270975	0.004601097509497679	0.6333333333333334
KEGG_MTOR_SIGNALING_PATHWAY	0.8526041016764576	0.17210518706616276	0.004622203461376108	0.6333333333333334
MATZUK_LUTEAL_GENES	0.8510579831727015	0.17981119531234696	0.005002110595187843	0.6333333333333334
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	0.8507177664279872	0.1704998685707196	0.005023216547066273	0.6333333333333334
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_12	0.8482448639385188	0.18150094572763179	0.005255382017729	0.6333333333333334
MEINHOLD_OVARIAN_CANCER_LOW_GRADE_UP	0.8477984097222376	0.17246952785509398	0.005339805825242718	0.6333333333333334
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_DN	0.8452643255993603	0.1562608586039953	0.005867454622203462	0.6333333333333334
MORI_SMALL_PRE_BII_LYMPHOCYTE_UP	0.8445402726948426	0.1839932737713231	0.0059096665259603205	0.6333333333333334
ZERBINI_RESPONSE_TO_SULINDAC_DN	0.8436383710904569	0.1831886480595704	0.006036302237230899	0.6333333333333334
WAKABAYASHI_ADIPOGENESIS_PPARG_BOUND_36HR	0.8434856516305845	0.171987659743252	0.006099620092866188	0.6333333333333334
