Gene Set	Score	0.95 MoE	P-Value	FDR
GSE43863_NAIVE_VS_LY6C_LOW_CXCR5NEG_CD4_EFF_TCELL_D6_LCMV_DN	0.863820691967521	0.172303111505583	0.0007799671592775041	0.9992405582922824
GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_DN	0.8634570487585204	0.16047634541659705	0.0009236453201970443	0.9992405582922824
GSE16385_ROSIGLITAZONE_VS_UNTREATED_IFNG_TNF_STIM_MACROPHAGE_DN	0.8611293951343221	0.1598410458796872	0.001477832512315271	0.998952772073922
GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_MAC_DN	0.8585175770739648	0.18351621894883202	0.0019499178981937603	0.9986855617169851
GSE41867_NAIVE_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN	0.8584807014667897	0.18419911418074306	0.0019704433497536944	0.9986855617169851
GSE27291_0H_VS_7D_STIM_GAMMADELTA_TCELL_DN	0.856686436532518	0.16982922594104854	0.002237274220032841	0.9986855617169851
GSE17721_CTRL_VS_CPG_12H_BMDC_UP	0.8540029528171151	0.17042734251706415	0.0026477832512315272	0.998602548294287
GSE24726_WT_VS_E2-2_KO_PDC_DAY6_POST_DELETION_UP	0.8504658896441841	0.17024085167319652	0.0033661740558292284	0.9980883864337101
GSE45365_NK_CELL_VS_CD11B_DC_MCMV_INFECTION_UP	0.8495700097936018	0.172483613535144	0.0034688013136289	0.9980883864337101
GSE10147_IL3_AND_HIVP17_VS_IL3_AND_CPG_STIM_PDC_DN	0.8492690339906752	0.16935463241716098	0.0035714285714285713	0.9980883864337101
GSE10325_MYELOID_VS_LUPUS_MYELOID_UP	0.8487392301953675	0.15886971539826492	0.003653530377668309	0.9980883864337101
GSE6259_DEC205_POS_DC_VS_BCELL_UP	0.845164243933552	0.17291213258197125	0.004166666666666667	0.9980883864337101
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_UP	0.8449383807909057	0.16712680905482102	0.004207717569786535	0.9980883864337101
GSE27291_0H_VS_7D_STIM_GAMMADELTA_TCELL_UP	0.8441743641689665	0.18222771021439058	0.004310344827586207	0.9980883864337101
GSE25085_FETAL_LIVER_VS_ADULT_BM_SP4_THYMIC_IMPLANT_UP	0.8419243070773824	0.17213916905884943	0.00451559934318555	0.9980883864337101
GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_DN	0.8401829712211701	0.1721749917345821	0.004679802955665025	0.9980883864337101
GSE40493_BCL6_KO_VS_WT_TREG_DN	0.8389157867192969	0.16537833296241733	0.004885057471264368	0.9980883864337101
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_24H_DN	0.837097522611589	0.1699614824466355	0.005090311986863711	0.9980883864337101
GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_UP	0.8334242936892038	0.17146480008628825	0.005767651888341544	0.9979398434281005
GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_DN	0.8300088812942429	0.17088108623968654	0.006055008210180624	0.9978569956727797
GSE46468_LUNG_INNATE_LYMPHOID_CELL_VS_SPLEEN_CD4_TCELL_UP	0.829162878634871	0.17994048570016827	0.006157635467980296	0.9978569956727797
GSE12198_CTRL_VS_LOW_IL2_STIM_NK_CELL_UP	0.8283474868590899	0.1837316447291567	0.006301313628899836	0.9978569956727797
GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_IL2_CULTURE_UP	0.8269556917615192	0.18063634086232586	0.0064039408866995075	0.9978569956727797
GSE40274_CTRL_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	0.8264957495110682	0.17033097971961114	0.00646551724137931	0.9978569956727797
GSE23925_DARK_ZONE_VS_NAIVE_BCELL_UP	0.8254348724375491	0.1800968779311712	0.0066091954022988505	0.9978569956727797
GSE24210_IL35_TREATED_VS_UNTREATED_TCONV_CD4_TCELL_DN	0.814367997367132	0.16593223981193952	0.007902298850574713	0.9972354033422737
GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_DN	0.8136943883768437	0.1554658702366636	0.007943349753694581	0.9972354033422737
GSE21063_3H_VS_16H_ANTI_IGM_STIM_BCELL_DN	0.8036827825498253	0.1544331514642512	0.009113300492610837	0.9964293085655315
GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_DN	0.8017218754008395	0.14564553528272828	0.009339080459770116	0.9964079273327828
GSE17721_CTRL_VS_CPG_24H_BMDC_UP	0.8014173497108918	0.1701458707317476	0.009421182266009851	0.9964079273327828
GSE14415_NATURAL_TREG_VS_TCONV_DN	0.8003042328092153	0.14698055324298123	0.009626436781609196	0.9964079273327828
