Gene Set	Score	0.95 MoE	P-Value	FDR
GO_REGULATION_OF_CYTOPLASMIC_TRANSLATION	0.8659266696333817	0.17271063981565093	0.0001690045631232043	0.4285714285714286
GO_RRNA_METHYLTRANSFERASE_ACTIVITY	0.8659112128350595	0.17332020310673144	0.00018590501943552477	0.4285714285714286
GO_ATP_BIOSYNTHETIC_PROCESS	0.8658638855442108	0.17260912048898597	0.00028730775730944735	0.4285714285714286
GO_RRNA_METHYLATION	0.8658373586628307	0.18466231661072538	0.0003380091262464086	0.4285714285714286
GO_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX	0.865770131918059	0.18503021609946724	0.00038871049518336996	0.4285714285714286
GO_RRNA_MODIFICATION	0.8656617369381856	0.18435578416300327	0.00045631232043265166	0.4285714285714286
GO_CDP_DIACYLGLYCEROL_METABOLIC_PROCESS	0.865537736252788	0.16077526709069795	0.000507013689369613	0.4285714285714286
GO_VESICLE_CYTOSKELETAL_TRAFFICKING	0.8653997514129486	0.17289371514638924	0.0006422173398681764	0.45555555555555555
GO_ORGANELLE_INHERITANCE	0.8653647772775674	0.15988817999969504	0.0006929187088051378	0.45555555555555555
GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY	0.8652808355965169	0.16098622436017682	0.0008112219029913808	0.48
GO_SNORNA_METABOLIC_PROCESS	0.8651874525857384	0.18560306483807668	0.0009464255534899442	0.509090909090909
GO_NCRNA_3_END_PROCESSING	0.8649026802806564	0.18586867591467413	0.0010816292039885077	0.5333333333333333
GO_PEROXISOME_ORGANIZATION	0.8647210370993856	0.17276643925637325	0.0012337333107993915	0.5615384615384615
GO_REGULATION_OF_SULFUR_METABOLIC_PROCESS	0.8646262706297785	0.1840154771061293	0.0013689369612979552	0.5785714285714286
GO_REGULATION_OF_MYOTUBE_DIFFERENTIATION	0.8629949201627113	0.18397421556352891	0.002044955213790772	0.7072463768115943
GO_TRANSLATION_ELONGATION_FACTOR_ACTIVITY	0.8628037694346423	0.18390584856844194	0.0021463579516646947	0.7072463768115943
GO_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY	0.862789932757824	0.18592652335189086	0.002213959776913977	0.7072463768115943
GO_RNA_METHYLATION	0.8623103158638187	0.18539023912646116	0.0023153625147878994	0.7072463768115943
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.8621346290022112	0.1605749535369151	0.002467466621598783	0.7072463768115943
GO_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	0.8617780924803492	0.16022221979669643	0.002619570728409667	0.7072463768115943
GO_NEUROTROPHIN_SIGNALING_PATHWAY	0.8613070751218086	0.1745242183081532	0.002889978029406794	0.7072463768115943
GO_SMALL_SUBUNIT_PROCESSOME	0.8606454361554462	0.15985933073113823	0.003075883048842319	0.7072463768115943
GO_MRNA_CLEAVAGE	0.8605134986181231	0.16043389045107684	0.00312658441777928	0.7072463768115943
GO_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING	0.8604819830265392	0.15859326509857294	0.0031434848740916005	0.7072463768115943
GO_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.8604373870653592	0.18325430932244843	0.0031603853304039207	0.7072463768115943
GO_RNA_METHYLTRANSFERASE_ACTIVITY	0.8603855911259956	0.1744947014096224	0.0031772857867162414	0.7072463768115943
GO_GLYCOLIPID_CATABOLIC_PROCESS	0.8598181974714086	0.17243566724520612	0.003312489437214805	0.7072463768115943
GO_PREPULSE_INHIBITION	0.8587526565028977	0.17049231769457146	0.003464593544025689	0.7072463768115943
GO_TOR_COMPLEX	0.8566512401765797	0.18303642295913433	0.0038026026702720974	0.7072463768115943
GO_PROTEIN_SERINE_THREONINE_TYROSINE_KINASE_ACTIVITY	0.8559522017038415	0.18345071001848587	0.004005408146019943	0.7072463768115943
